

inst#,actual,predicted,error,prediction
2324,2:normal,2:normal,,0.514
2325,2:normal,2:normal,,0.602
2326,2:normal,2:normal,,0.514
2327,2:normal,2:normal,,0.514
2328,2:normal,2:normal,,0.602
2329,2:normal,2:normal,,0.514
2330,2:normal,2:normal,,0.514
2331,2:normal,2:normal,,0.602
2332,2:normal,2:normal,,0.514
2333,2:normal,2:normal,,0.514
2334,2:normal,2:normal,,0.602
2335,2:normal,2:normal,,0.514
2336,2:normal,2:normal,,0.602
2337,2:normal,2:normal,,0.514
2338,2:normal,2:normal,,0.602
2339,2:normal,1:anormal,+,0.565
2340,2:normal,1:anormal,+,0.565
2341,2:normal,2:normal,,0.602
2342,1:anormal,2:normal,+,0.671
2343,1:anormal,2:normal,+,0.671
2344,2:normal,1:anormal,+,0.805
2345,2:normal,2:normal,,0.594
2346,1:anormal,2:normal,+,0.594
2347,2:normal,2:normal,,0.612
2348,2:normal,1:anormal,+,0.565
2349,2:normal,2:normal,,0.612
2350,2:normal,2:normal,,0.612
2351,2:normal,2:normal,,0.612
2352,2:normal,1:anormal,+,0.565
2353,2:normal,2:normal,,0.612
2354,2:normal,2:normal,,0.612
2355,2:normal,2:normal,,0.593
2356,2:normal,2:normal,,0.593
2357,2:normal,2:normal,,0.593
2358,2:normal,1:anormal,+,0.565
2359,2:normal,2:normal,,0.593
2360,2:normal,2:normal,,0.522
2361,2:normal,2:normal,,0.522
2362,2:normal,1:anormal,+,0.565
2363,1:anormal,1:anormal,,0.565
2364,2:normal,1:anormal,+,0.783
2365,2:normal,2:normal,,0.792
2366,1:anormal,2:normal,+,0.792
2367,2:normal,2:normal,,0.612
2368,2:normal,2:normal,,0.593
2369,2:normal,1:anormal,+,0.565
2370,2:normal,2:normal,,0.593
2371,2:normal,2:normal,,0.593
2372,2:normal,1:anormal,+,0.565
2373,2:normal,2:normal,,0.593
2374,2:normal,1:anormal,+,0.565
2375,2:normal,2:normal,,0.593
2376,2:normal,1:anormal,+,0.565
2377,2:normal,2:normal,,0.522
2378,2:normal,1:anormal,+,0.565
2379,2:normal,2:normal,,0.522
2380,2:normal,1:anormal,+,0.565
2381,2:normal,2:normal,,0.593
2382,2:normal,1:anormal,+,0.565
2383,2:normal,1:anormal,+,0.562
2384,1:anormal,2:normal,+,0.514
2385,1:anormal,2:normal,+,0.514
2386,2:normal,2:normal,,0.514
2387,2:normal,1:anormal,+,0.805
2388,2:normal,2:normal,,0.594
2389,1:anormal,2:normal,+,0.594
2390,2:normal,2:normal,,0.514
2391,2:normal,2:normal,,0.514
2392,2:normal,2:normal,,0.612
2393,2:normal,2:normal,,0.514
2394,2:normal,2:normal,,0.514
2395,2:normal,2:normal,,0.514
2396,2:normal,2:normal,,0.612
2397,2:normal,2:normal,,0.514
2398,2:normal,2:normal,,0.514
2399,2:normal,2:normal,,0.594
2400,2:normal,2:normal,,0.594
2401,2:normal,2:normal,,0.612
2402,2:normal,2:normal,,0.594
2403,2:normal,2:normal,,0.594
2404,2:normal,2:normal,,0.594
2405,2:normal,2:normal,,0.671
2406,2:normal,2:normal,,0.67
2407,2:normal,2:normal,,0.67
2408,2:normal,2:normal,,0.671
2409,2:normal,2:normal,,0.789
2410,2:normal,1:anormal,+,0.595
2411,2:normal,2:normal,,0.602
2412,2:normal,2:normal,,0.581
2413,2:normal,1:anormal,+,0.789
2414,2:normal,2:normal,,0.581
2415,2:normal,2:normal,,0.579
2416,2:normal,2:normal,,0.581
2417,2:normal,1:anormal,+,0.731
2418,2:normal,2:normal,,0.581
2419,2:normal,2:normal,,0.713
2420,2:normal,2:normal,,0.581
2421,2:normal,2:normal,,0.742
2422,2:normal,1:anormal,+,0.908
2423,1:anormal,1:anormal,,0.908
2424,2:normal,2:normal,,0.713
2425,2:normal,2:normal,,0.713
2426,2:normal,2:normal,,0.713
2427,2:normal,2:normal,,0.713
2428,2:normal,2:normal,,0.579
2429,1:anormal,1:anormal,,0.789
2430,2:normal,2:normal,,0.602
2431,2:normal,2:normal,,0.602
2432,2:normal,2:normal,,0.602
2433,1:anormal,1:anormal,,0.969
2434,2:normal,2:normal,,0.671
2435,2:normal,2:normal,,0.671
2436,2:normal,2:normal,,0.671
2437,2:normal,2:normal,,0.671
2438,2:normal,1:anormal,+,0.857
2439,1:anormal,1:anormal,,0.857
2440,2:normal,2:normal,,0.612
2441,2:normal,2:normal,,0.612
2442,2:normal,2:normal,,0.612
2443,1:anormal,1:anormal,,0.878
2444,2:normal,1:anormal,+,0.878
2445,1:anormal,1:anormal,,0.864
2446,2:normal,1:anormal,+,0.864
2447,1:anormal,1:anormal,,0.824
2448,1:anormal,1:anormal,,0.824
2449,2:normal,2:normal,,0.534
2450,2:normal,2:normal,,0.879
2451,2:normal,2:normal,,0.879
2452,2:normal,2:normal,,0.879
2453,2:normal,2:normal,,0.879
2454,2:normal,2:normal,,0.744
2455,2:normal,2:normal,,0.744
2456,2:normal,2:normal,,0.723
2457,2:normal,2:normal,,0.723
2458,2:normal,2:normal,,0.792
2459,2:normal,1:anormal,+,0.8
2460,1:anormal,2:normal,+,0.67
2461,2:normal,2:normal,,0.67
2462,2:normal,2:normal,,0.594
2463,2:normal,2:normal,,0.612
2464,2:normal,2:normal,,0.594
2465,2:normal,2:normal,,0.594
2466,2:normal,2:normal,,0.671
2467,2:normal,2:normal,,0.594
2468,2:normal,2:normal,,0.671
2469,2:normal,2:normal,,0.594
2470,2:normal,2:normal,,0.514
2471,2:normal,2:normal,,0.671
2472,2:normal,2:normal,,0.514
2473,2:normal,2:normal,,0.602
2474,2:normal,2:normal,,0.514
2475,2:normal,2:normal,,0.514
2476,2:normal,2:normal,,0.602
2477,2:normal,2:normal,,0.514
2478,2:normal,1:anormal,+,0.789
2479,2:normal,2:normal,,0.514
2480,2:normal,2:normal,,0.579
2481,2:normal,2:normal,,0.602
2482,2:normal,2:normal,,0.514
2483,2:normal,2:normal,,0.671
2484,2:normal,2:normal,,0.514
2485,2:normal,2:normal,,0.671
2486,2:normal,2:normal,,0.671
2487,1:anormal,2:normal,+,0.671
2488,2:normal,2:normal,,0.514
2489,2:normal,2:normal,,0.671
2490,2:normal,2:normal,,0.612
2491,1:anormal,2:normal,+,0.612
2492,2:normal,2:normal,,0.514
2493,2:normal,2:normal,,0.514
2494,2:normal,2:normal,,0.612
2495,2:normal,2:normal,,0.612
2496,2:normal,2:normal,,0.593
2497,2:normal,2:normal,,0.593
2498,2:normal,2:normal,,0.593
2499,2:normal,2:normal,,0.593
2500,2:normal,2:normal,,0.522
2501,2:normal,2:normal,,0.522
2502,2:normal,2:normal,,0.654
2503,2:normal,2:normal,,0.522
2504,2:normal,2:normal,,0.522
2505,2:normal,2:normal,,0.534
2506,2:normal,2:normal,,0.534
2507,2:normal,2:normal,,0.654
2508,2:normal,2:normal,,0.534
2509,2:normal,2:normal,,0.534
2510,2:normal,2:normal,,0.534
2511,2:normal,2:normal,,0.879
2512,2:normal,2:normal,,0.534
2513,1:anormal,2:normal,+,0.534
2514,2:normal,2:normal,,0.879
2515,2:normal,1:anormal,+,0.805
2516,2:normal,1:anormal,+,0.805
2517,2:normal,1:anormal,+,0.805
2518,1:anormal,1:anormal,,0.805
2519,2:normal,2:normal,,0.654
2520,2:normal,2:normal,,0.522
2521,2:normal,2:normal,,0.723
2522,2:normal,2:normal,,0.522
2523,2:normal,2:normal,,0.522
2524,2:normal,2:normal,,0.723
2525,2:normal,2:normal,,0.522
2526,2:normal,2:normal,,0.723
2527,2:normal,2:normal,,0.652
2528,2:normal,2:normal,,0.792
2529,2:normal,2:normal,,0.792
2530,2:normal,2:normal,,0.593
2531,2:normal,2:normal,,0.89
2532,2:normal,2:normal,,0.612
2533,2:normal,2:normal,,0.612
2534,2:normal,2:normal,,0.89
2535,2:normal,2:normal,,0.612
2536,2:normal,2:normal,,0.594
2537,2:normal,2:normal,,0.612
2538,2:normal,2:normal,,0.594
2539,2:normal,2:normal,,0.612
2540,2:normal,2:normal,,0.594
2541,2:normal,2:normal,,0.612
2542,2:normal,2:normal,,0.612
2543,2:normal,2:normal,,0.67
2544,2:normal,2:normal,,0.612
2545,2:normal,2:normal,,0.612
2546,2:normal,2:normal,,0.612
2547,2:normal,2:normal,,0.67
2548,2:normal,2:normal,,0.612
2549,2:normal,2:normal,,0.612
2550,2:normal,2:normal,,0.612
2551,2:normal,2:normal,,0.612
2552,2:normal,2:normal,,0.789
2553,1:anormal,2:normal,+,0.789
2554,2:normal,1:anormal,+,0.805
2555,2:normal,2:normal,,0.612
2556,2:normal,2:normal,,0.612
2557,2:normal,2:normal,,0.612
2558,2:normal,2:normal,,0.612
2559,2:normal,2:normal,,0.612
2560,2:normal,2:normal,,0.612
2561,2:normal,2:normal,,0.514
2562,2:normal,2:normal,,0.514
2563,2:normal,2:normal,,0.612
2564,1:anormal,2:normal,+,0.612
2565,2:normal,2:normal,,0.67
2566,2:normal,2:normal,,0.612
2567,2:normal,2:normal,,0.789
2568,2:normal,2:normal,,0.612
2569,2:normal,2:normal,,0.612
2570,2:normal,2:normal,,0.67
2571,2:normal,2:normal,,0.612
2572,2:normal,2:normal,,0.67
2573,2:normal,2:normal,,0.612
2574,2:normal,2:normal,,0.612
2575,2:normal,2:normal,,0.594
2576,2:normal,2:normal,,0.612
2577,2:normal,2:normal,,0.594
2578,2:normal,2:normal,,0.612
2579,2:normal,2:normal,,0.594
2580,2:normal,2:normal,,0.594
2581,2:normal,2:normal,,0.612
2582,2:normal,2:normal,,0.594
2583,2:normal,2:normal,,0.612
2584,2:normal,2:normal,,0.514
2585,2:normal,2:normal,,0.514
2586,2:normal,2:normal,,0.612
2587,2:normal,2:normal,,0.514
2588,2:normal,2:normal,,0.612
2589,2:normal,2:normal,,0.514
2590,2:normal,2:normal,,0.514
2591,2:normal,2:normal,,0.671
2592,2:normal,2:normal,,0.514
2593,2:normal,2:normal,,0.514
2594,2:normal,2:normal,,0.671
2595,1:anormal,2:normal,+,0.671
2596,1:anormal,2:normal,+,0.612
2597,2:normal,1:anormal,+,0.805
2598,2:normal,1:anormal,+,0.805
2599,1:anormal,1:anormal,,0.805
2600,2:normal,2:normal,,0.612
2601,2:normal,2:normal,,0.514
2602,2:normal,2:normal,,0.612
2603,2:normal,1:anormal,+,0.565
2604,2:normal,1:anormal,+,0.565
2605,2:normal,2:normal,,0.612
2606,2:normal,2:normal,,0.612
2607,2:normal,1:anormal,+,0.565
2608,2:normal,2:normal,,0.612
2609,2:normal,1:anormal,+,0.565
2610,2:normal,2:normal,,0.612
2611,2:normal,1:anormal,+,0.565
2612,2:normal,2:normal,,0.593
2613,2:normal,2:normal,,0.593
2614,2:normal,2:normal,,0.593
2615,2:normal,1:anormal,+,0.565
2616,2:normal,2:normal,,0.522
2617,1:anormal,2:normal,+,0.522
2618,1:anormal,2:normal,+,0.522
2619,2:normal,2:normal,,0.522
2620,1:anormal,2:normal,+,0.522
2621,1:anormal,2:normal,+,0.534
2622,2:normal,2:normal,,0.655
2623,2:normal,2:normal,,0.534
2624,2:normal,2:normal,,0.534
2625,2:normal,2:normal,,0.534
2626,2:normal,2:normal,,0.655
2627,2:normal,2:normal,,0.534
2628,2:normal,2:normal,,0.534
2629,2:normal,2:normal,,0.534
2630,2:normal,2:normal,,0.534
2631,2:normal,2:normal,,0.534
2632,2:normal,2:normal,,0.655
2633,2:normal,2:normal,,0.534
2634,2:normal,2:normal,,0.534
2635,2:normal,2:normal,,0.655
2636,2:normal,2:normal,,0.534
2637,2:normal,2:normal,,0.655
2638,1:anormal,2:normal,+,0.655
2639,1:anormal,2:normal,+,0.655
2640,2:normal,1:anormal,+,0.805
2641,2:normal,1:anormal,+,0.805
2642,1:anormal,1:anormal,,0.805
2643,2:normal,2:normal,,0.534
2644,2:normal,2:normal,,0.655
2645,2:normal,2:normal,,0.534
2646,2:normal,2:normal,,0.655
2647,2:normal,2:normal,,0.654
2648,2:normal,2:normal,,0.534
2649,2:normal,2:normal,,0.654
2650,2:normal,2:normal,,0.654
2651,2:normal,2:normal,,0.522
2652,2:normal,2:normal,,0.654
2653,2:normal,2:normal,,0.654
2654,2:normal,2:normal,,0.654
2655,2:normal,2:normal,,0.652
2656,2:normal,2:normal,,0.792
2657,2:normal,2:normal,,0.792
2658,2:normal,2:normal,,0.792
2659,2:normal,2:normal,,0.593
2660,2:normal,2:normal,,0.514
2661,2:normal,2:normal,,0.514
2662,2:normal,2:normal,,0.594
2663,2:normal,2:normal,,0.594
2664,2:normal,2:normal,,0.612
2665,2:normal,2:normal,,0.594
2666,2:normal,2:normal,,0.594
2667,2:normal,2:normal,,0.594
2668,2:normal,2:normal,,0.671
2669,1:anormal,2:normal,+,0.612
2670,2:normal,1:anormal,+,0.805
2671,2:normal,2:normal,,0.514
2672,2:normal,2:normal,,0.514
2673,2:normal,1:anormal,+,0.703
2674,2:normal,2:normal,,0.514
2675,2:normal,2:normal,,0.594
2676,2:normal,2:normal,,0.594
2677,2:normal,2:normal,,0.594
2678,2:normal,2:normal,,0.559
2679,2:normal,2:normal,,0.559
2680,2:normal,2:normal,,0.67
2681,2:normal,2:normal,,0.67
2682,1:anormal,2:normal,+,0.67
2683,2:normal,2:normal,,0.789
2684,2:normal,2:normal,,0.581
2685,2:normal,2:normal,,0.742
2686,2:normal,2:normal,,0.742
2687,1:anormal,1:anormal,,0.944
2688,2:normal,2:normal,,0.713
2689,2:normal,2:normal,,0.713
2690,2:normal,2:normal,,0.713
2691,2:normal,2:normal,,0.579
2692,2:normal,2:normal,,0.579
2693,1:anormal,1:anormal,,0.789
2694,2:normal,2:normal,,0.602
2695,2:normal,2:normal,,0.602
2696,2:normal,2:normal,,0.602
2697,1:anormal,2:normal,+,0.671
2698,2:normal,2:normal,,0.671
2699,2:normal,2:normal,,0.671
2700,2:normal,2:normal,,0.671
2701,2:normal,2:normal,,0.671
2702,2:normal,2:normal,,0.671
2703,1:anormal,2:normal,+,0.671
2704,2:normal,2:normal,,0.612
2705,2:normal,2:normal,,0.612
2706,2:normal,2:normal,,0.612
2707,1:anormal,2:normal,+,0.612
2708,2:normal,2:normal,,0.612
2709,1:anormal,2:normal,+,0.593
2710,2:normal,2:normal,,0.593
2711,1:anormal,2:normal,+,0.522
2712,2:normal,1:anormal,+,0.824
2713,2:normal,2:normal,,0.534
2714,2:normal,2:normal,,0.879
2715,2:normal,2:normal,,0.879
2716,2:normal,2:normal,,0.534
2717,2:normal,2:normal,,0.879
2718,2:normal,2:normal,,0.522
2719,2:normal,2:normal,,0.923
2720,2:normal,2:normal,,0.522
2721,2:normal,2:normal,,0.723
2722,2:normal,2:normal,,0.792
2723,2:normal,2:normal,,0.612
2724,2:normal,2:normal,,0.929
2725,2:normal,2:normal,,0.594
2726,2:normal,2:normal,,0.612
2727,2:normal,2:normal,,0.594
2728,2:normal,2:normal,,0.594
2729,2:normal,2:normal,,0.612
2730,2:normal,2:normal,,0.594
2731,2:normal,2:normal,,0.671
2732,2:normal,2:normal,,0.594
2733,2:normal,2:normal,,0.514
2734,2:normal,2:normal,,0.671
2735,2:normal,2:normal,,0.514
2736,2:normal,2:normal,,0.671
2737,1:anormal,2:normal,+,0.671
2738,1:anormal,2:normal,+,0.671
2739,2:normal,1:anormal,+,0.805
2740,2:normal,1:anormal,+,0.805
2741,1:anormal,1:anormal,,0.805
2742,2:normal,2:normal,,0.671
2743,2:normal,2:normal,,0.514
2744,2:normal,2:normal,,0.602
2745,2:normal,2:normal,,0.671
2746,2:normal,2:normal,,0.514
2747,2:normal,2:normal,,0.671
2748,2:normal,2:normal,,0.514
2749,2:normal,2:normal,,0.671
2750,2:normal,2:normal,,0.612
2751,2:normal,2:normal,,0.514
2752,2:normal,2:normal,,0.612
2753,2:normal,2:normal,,0.612
2754,2:normal,2:normal,,0.612
2755,2:normal,2:normal,,0.612
2756,2:normal,1:anormal,+,0.562
2757,2:normal,2:normal,,0.593
2758,2:normal,2:normal,,0.593
2759,2:normal,2:normal,,0.522
2760,2:normal,2:normal,,0.522
2761,2:normal,2:normal,,0.522
2762,2:normal,2:normal,,0.723
2763,1:anormal,2:normal,+,0.723
2764,2:normal,2:normal,,0.522
2765,2:normal,1:anormal,+,0.805
2766,1:anormal,1:anormal,,0.805
2767,1:anormal,1:anormal,,0.805
2768,2:normal,2:normal,,0.522
2769,2:normal,2:normal,,0.522
2770,2:normal,2:normal,,0.522
2771,2:normal,2:normal,,0.654
2772,2:normal,2:normal,,0.522
2773,2:normal,2:normal,,0.522
2774,2:normal,2:normal,,0.522
2775,2:normal,2:normal,,0.654
2776,2:normal,2:normal,,0.522
2777,2:normal,2:normal,,0.522
2778,2:normal,2:normal,,0.654
2779,2:normal,2:normal,,0.522
2780,2:normal,2:normal,,0.654
2781,2:normal,2:normal,,0.522
2782,2:normal,2:normal,,0.654
2783,2:normal,2:normal,,0.522
2784,2:normal,2:normal,,0.723
2785,2:normal,2:normal,,0.522
2786,2:normal,2:normal,,0.522
2787,2:normal,2:normal,,0.723
2788,2:normal,2:normal,,0.522
2789,2:normal,2:normal,,0.723
2790,1:anormal,2:normal,+,0.792
2791,1:anormal,2:normal,+,0.514
2792,2:normal,2:normal,,0.514
2793,2:normal,1:anormal,+,0.565
2794,2:normal,1:anormal,+,0.565
2795,2:normal,1:anormal,+,0.565
2796,2:normal,2:normal,,0.593
2797,1:anormal,2:normal,+,0.593
2798,1:anormal,2:normal,+,0.593
2799,2:normal,2:normal,,0.593
2800,2:normal,2:normal,,0.792
2801,2:normal,2:normal,,0.593
2802,2:normal,2:normal,,0.89
2803,2:normal,2:normal,,0.612
2804,2:normal,2:normal,,0.929
2805,2:normal,2:normal,,0.612
2806,2:normal,2:normal,,0.612
2807,2:normal,2:normal,,0.67
2808,2:normal,2:normal,,0.612
2809,2:normal,2:normal,,0.612
2810,2:normal,2:normal,,0.612
2811,2:normal,2:normal,,0.67
2812,2:normal,2:normal,,0.612
2813,2:normal,2:normal,,0.612
2814,2:normal,2:normal,,0.612
2815,2:normal,2:normal,,0.612
2816,2:normal,2:normal,,0.789
2817,2:normal,2:normal,,0.612
2818,2:normal,2:normal,,0.612
2819,2:normal,2:normal,,0.612
2820,2:normal,2:normal,,0.612
2821,2:normal,1:anormal,+,0.878
2822,2:normal,2:normal,,0.593
2823,2:normal,2:normal,,0.593
2824,2:normal,2:normal,,0.522
2825,2:normal,1:anormal,+,0.706
2826,2:normal,2:normal,,0.593
2827,2:normal,2:normal,,0.593
2828,2:normal,2:normal,,0.593
2829,2:normal,2:normal,,0.593
2830,2:normal,2:normal,,0.792
2831,2:normal,2:normal,,0.593
2832,2:normal,2:normal,,0.593
2833,2:normal,2:normal,,0.792
2834,2:normal,2:normal,,0.593
2835,2:normal,2:normal,,0.792
2836,2:normal,2:normal,,0.593
2837,2:normal,2:normal,,0.593
2838,2:normal,2:normal,,0.792
2839,2:normal,2:normal,,0.593
2840,1:anormal,2:normal,+,0.593
2841,1:anormal,2:normal,+,0.593
2842,2:normal,1:anormal,+,0.565
2843,2:normal,2:normal,,0.792
2844,2:normal,1:anormal,+,0.565
2845,2:normal,1:anormal,+,0.565
2846,2:normal,1:anormal,+,0.783
2847,1:anormal,1:anormal,,0.783
2848,2:normal,2:normal,,0.514
2849,2:normal,2:normal,,0.514
2850,2:normal,2:normal,,0.612
2851,2:normal,2:normal,,0.514
2852,2:normal,2:normal,,0.671
2853,2:normal,2:normal,,0.514
2854,2:normal,2:normal,,0.514
2855,2:normal,2:normal,,0.671
2856,2:normal,2:normal,,0.514
2857,2:normal,2:normal,,0.514
2858,2:normal,2:normal,,0.671
2859,2:normal,2:normal,,0.514
2860,2:normal,2:normal,,0.514
2861,2:normal,2:normal,,0.671
2862,2:normal,2:normal,,0.514
2863,2:normal,2:normal,,0.671
2864,2:normal,2:normal,,0.514
2865,2:normal,2:normal,,0.671
2866,2:normal,1:anormal,+,0.565
2867,2:normal,1:anormal,+,0.565
2868,2:normal,2:normal,,0.671
2869,2:normal,2:normal,,0.612
2870,1:anormal,2:normal,+,0.612
2871,1:anormal,2:normal,+,0.612
2872,2:normal,1:anormal,+,0.805
2873,1:anormal,1:anormal,,0.805
2874,1:anormal,1:anormal,,0.805
2875,2:normal,1:anormal,+,0.565
2876,2:normal,2:normal,,0.612
2877,2:normal,2:normal,,0.612
2878,2:normal,2:normal,,0.593
2879,2:normal,1:anormal,+,0.565
2880,2:normal,2:normal,,0.593
2881,1:?,1:anormal,,0.5

